date,SOC,Current,Temp,Voltage
2023-01-01 00:01:02,0.992051628,0.494917848,0.001732196,0.791903686
2023-01-01 00:01:03,0.991926396,0.494917839,0.001732196,0.791581357
2023-01-01 00:01:04,0.99180274,0.494917839,0.001732196,0.79125806
2023-01-01 00:01:05,0.99167825,0.494917839,0.001732196,0.790937651
2023-01-01 00:01:06,0.991554349,0.494917839,0.001732196,0.790742652
2023-01-01 00:01:07,0.991429982,0.494917839,0.001732196,0.79042256
2023-01-01 00:01:08,0.99130608,0.494917839,0.003462546,0.790098638
2023-01-01 00:01:09,0.991180472,0.494922304,0.00346604,0.789775401
2023-01-01 00:01:10,0.991057561,0.494922304,0.00346604,0.789518308
2023-01-01 00:01:11,0.990932328,0.494922304,0.00346604,0.789196106
2023-01-01 00:01:12,0.990808675,0.494917835,0.001733928,0.788872937
2023-01-01 00:01:13,0.990686009,0.494913215,0.00345914,0.788680501
2023-01-01 00:01:14,0.990560159,0.494913201,0.00346604,0.788357081
2023-01-01 00:01:15,0.990437125,0.494917835,0.00346604,0.788035392
2023-01-01 00:01:16,0.990311765,0.494917839,0.00346604,0.787777205
2023-01-01 00:01:17,0.990188854,0.494917839,0.001737386,0.787455838
2023-01-01 00:01:18,0.990063623,0.49491321,0.001732196,0.787262055
2023-01-01 00:01:19,0.98994046,0.494913197,0.001732196,0.786940431
2023-01-01 00:01:20,0.989814857,0.494913197,0.003464293,0.786681539
2023-01-01 00:01:21,0.989691942,0.494913197,0.00346604,0.786360232
2023-01-01 00:01:22,0.989566715,0.494917821,0.00346604,0.786166323
2023-01-01 00:01:23,0.989442935,0.494917839,0.00346604,0.785843219
2023-01-01 00:01:24,0.98931832,0.494917839,0.00346604,0.785586635
2023-01-01 00:01:25,0.989194665,0.494913206,0.00346604,0.78526367
2023-01-01 00:01:26,0.989069929,0.494917812,0.00346604,0.785070779
2023-01-01 00:01:27,0.988945901,0.494917839,0.001732197,0.784747293
2023-01-01 00:01:28,0.988823112,0.494917839,0.001732196,0.784554664
2023-01-01 00:01:29,0.98869801,0.494917839,0.001732196,0.784297317
2023-01-01 00:01:30,0.988572148,0.494917839,0.001732196,0.783973699
2023-01-01 00:01:31,0.988449603,0.494913224,0.003455692,0.783781453
2023-01-01 00:01:32,0.988325588,0.494917839,0.00346604,0.783522435
2023-01-01 00:01:33,0.988200601,0.494913206,0.001735657,0.783200747
2023-01-01 00:01:34,0.988075239,0.494917835,0.001732196,0.783006898
2023-01-01 00:01:35,0.987952204,0.494917839,0.001732196,0.782813886
2023-01-01 00:01:36,0.987828554,0.494913197,0.001732196,0.782490975
2023-01-01 00:01:37,0.98770394,0.494913197,0.001732196,0.782234392
2023-01-01 00:01:38,0.987580038,0.494913197,0.001732196,0.782039711
2023-01-01 00:01:39,0.987455424,0.494922258,0.001732196,0.781783131
2023-01-01 00:01:40,0.987332137,0.494922304,0.001732196,0.781589415
2023-01-01 00:01:41,0.987206161,0.494917844,0.001733925,0.781265924
2023-01-01 00:01:42,0.98708325,0.494922295,0.00346258,0.781073104
2023-01-01 00:01:43,0.986957768,0.494917839,0.005199876,0.780814854
2023-01-01 00:01:44,0.986834611,0.494917839,0.003467781,0.780621649
2023-01-01 00:01:45,0.986711453,0.494917839,0.00346604,0.780299766
2023-01-01 00:01:46,0.986586096,0.494917839,0.00346604,0.780105919
2023-01-01 00:01:47,0.986463426,0.494917839,0.00346604,0.779849399
2023-01-01 00:01:48,0.986338329,0.494922273,0.00346604,0.779655813
2023-01-01 00:01:49,0.986212217,0.494913197,0.00346604,0.779396597
2023-01-01 00:01:50,0.986088937,0.494917839,0.00346604,0.779203197
2023-01-01 00:01:51,0.98596627,0.494917839,0.00346604,0.779010761
2023-01-01 00:01:52,0.985840546,0.494917839,0.00346604,0.778752193
2023-01-01 00:01:53,0.985717632,0.494917839,0.00346604,0.778559307
2023-01-01 00:01:54,0.985592777,0.494913229,0.00346604,0.778366486
2023-01-01 00:01:55,0.985468995,0.494917826,0.00346604,0.778108048
2023-01-01 00:01:56,0.985343763,0.494917839,0.00346604,0.777914454
2023-01-01 00:01:57,0.985220722,0.494917839,0.00346604,0.77759315
2023-01-01 00:01:58,0.985094747,0.494913201,0.003467777,0.777462416
2023-01-01 00:01:59,0.984971468,0.494917844,0.005198166,0.777268956
2023-01-01 00:02:00,0.984849044,0.494922277,0.003476366,0.777012882
2023-01-01 00:02:01,0.984723325,0.494913215,0.00346604,0.776818336
2023-01-01 00:02:02,0.984597714,0.494917835,0.00346431,0.776624291
2023-01-01 00:02:03,0.984475169,0.49491322,0.001740806,0.776367964
2023-01-01 00:02:04,0.984351647,0.494913197,0.001732196,0.776173866
2023-01-01 00:02:05,0.984226166,0.494917835,0.001732196,0.775915679
2023-01-01 00:02:06,0.984100928,0.494917839,0.003464312,0.775722214
2023-01-01 00:02:07,0.983977647,0.494917839,0.00346604,0.775528817
2023-01-01 00:02:08,0.983854612,0.494917839,0.00346604,0.775271529
2023-01-01 00:02:09,0.983729007,0.494917839,0.00346604,0.77507736
2023-01-01 00:02:10,0.983606218,0.494922286,0.00346604,0.774884732
2023-01-01 00:02:11,0.98348049,0.494917839,0.00346604,0.774626097
2023-01-01 00:02:12,0.983357578,0.494917839,0.00346604,0.774561822
2023-01-01 00:02:13,0.98323185,0.494922304,0.00346604,0.774303572
2023-01-01 00:02:14,0.983109305,0.494922304,0.00346604,0.774111327
2023-01-01 00:02:15,0.982983582,0.494917844,0.00346604,0.77385276
2023-01-01 00:02:16,0.982860668,0.494917839,0.00346604,0.773659874
2023-01-01 00:02:17,0.982735689,0.494913224,0.00346604,0.773466861
2023-01-01 00:02:18,0.982612277,0.494917816,0.00346604,0.773209131
2023-01-01 00:02:19,0.98248875,0.494917839,0.00346604,0.773143567
2023-01-01 00:02:20,0.982363892,0.494922277,0.00346604,0.772887051
2023-01-01 00:02:21,0.982240357,0.494922304,0.00346604,0.772692885
2023-01-01 00:02:22,0.982115376,0.494926919,0.00346604,0.772499869
2023-01-01 00:02:23,0.981991222,0.494922299,0.00346604,0.772240718
2023-01-01 00:02:24,0.981866607,0.494917857,0.00346604,0.772112426
2023-01-01 00:02:25,0.981743445,0.494926901,0.00346604,0.77191948
2023-01-01 00:02:26,0.981618343,0.494926947,0.00346604,0.771726275
2023-01-01 00:02:27,0.981494312,0.494913197,0.00346604,0.771467251
2023-01-01 00:02:28,0.981369201,0.494913197,0.00346604,0.771274045
2023-01-01 00:02:29,0.981246653,0.494926851,0.00346604,0.771145817
2023-01-01 00:02:30,0.981120314,0.494913206,0.00346604,0.770951136
2023-01-01 00:02:31,0.980997648,0.494917826,0.00346604,0.770758701
2023-01-01 00:02:32,0.980874859,0.494913229,0.00346604,0.770630089
2023-01-01 00:02:33,0.980749764,0.494917802,0.00346604,0.770373387
2023-01-01 00:02:34,0.980625358,0.494913197,0.00346604,0.770177734
2023-01-01 00:02:35,0.980500246,0.494913197,0.00346604,0.769984529
2023-01-01 00:02:36,0.980377334,0.494913197,0.005194704,0.769855981
2023-01-01 00:02:37,0.980252105,0.494913197,0.005199884,0.769662777
2023-01-01 00:02:38,0.980128942,0.494913197,0.005199884,0.76953378
2023-01-01 00:02:39,0.980003713,0.494917821,0.005199884,0.769340639
2023-01-01 00:02:40,0.979879932,0.494913197,0.005199884,0.769082
2023-01-01 00:02:41,0.97975482,0.494917835,0.005199884,0.768888795
2023-01-01 00:02:42,0.979632152,0.494913224,0.005199884,0.76876044
2023-01-01 00:02:43,0.979506057,0.494922304,0.00346604,0.768566144
2023-01-01 00:02:44,0.979383755,0.494922304,0.00346604,0.768438234
2023-01-01 00:02:45,0.979258165,0.494922304,0.00346604,0.768244717
2023-01-01 00:02:46,0.979134257,0.494917839,0.00346604,0.767986011
2023-01-01 00:02:47,0.979009145,0.494917839,0.00346604,0.767921609
2023-01-01 00:02:48,0.978887086,0.494917839,0.00346604,0.767666298
2023-01-01 00:02:49,0.978763205,0.49491322,0.00346604,0.767471317
2023-01-01 00:02:50,0.978637226,0.494913201,0.00346604,0.76734122
2023-01-01 00:02:51,0.978514681,0.494917816,0.00346604,0.767148975
2023-01-01 00:02:52,0.978389582,0.494917839,0.00346604,0.767019854
2023-01-01 00:02:53,0.978266169,0.49491322,0.00346604,0.766826651
2023-01-01 00:02:54,0.978141191,0.494917807,0.00346604,0.76656962
2023-01-01 00:02:55,0.978018021,0.494917839,0.001746057,0.766503868
2023-01-01 00:02:56,0.977892302,0.494917839,0.003459069,0.766246524
2023-01-01 00:02:57,0.977768889,0.49492229,0.00346604,0.766181215
2023-01-01 00:02:58,0.977643533,0.494922304,0.00519641,0.765923673
2023-01-01 00:02:59,0.977518046,0.494922304,0.005199884,0.76585869
2023-01-01 00:03:00,0.977394765,0.494917839,0.00346604,0.765600825
2023-01-01 00:03:01,0.977271731,0.494922295,0.00346604,0.765407812
2023-01-01 00:03:02,0.977146499,0.494913215,0.001735664,0.765278752
2023-01-01 00:03:03,0.977023216,0.494913197,0.001732196,0.765085483
2023-01-01 00:03:04,0.976897609,0.494917844,0.003464309,0.76495597
2023-01-01 00:03:05,0.976774328,0.494922295,0.001733936,0.764762635
2023-01-01 00:03:06,0.976651047,0.494913197,0.00346777,0.764633639
2023-01-01 00:03:07,0.976525935,0.494913197,0.005199881,0.764440434
2023-01-01 00:03:08,0.976403512,0.494913197,0.005199884,0.764312397
2023-01-01 00:03:09,0.976277294,0.494913197,0.00346604,0.764117974
2023-01-01 00:03:10,0.97615268,0.494913197,0.00346604,0.763989683
2023-01-01 00:03:11,0.976028902,0.494917839,0.00346604,0.763795771
2023-01-01 00:03:12,0.975905622,0.494913197,0.00346604,0.763666839
2023-01-01 00:03:13,0.975780262,0.494917835,0.005199884,0.763473312
2023-01-01 00:03:14,0.975657105,0.494913197,0.005199884,0.763344508
2023-01-01 00:03:15,0.975531746,0.494917835,0.005199884,0.763150981
2023-01-01 00:03:16,0.975409322,0.494913224,0.005199884,0.763022944
2023-01-01 00:03:17,0.975284227,0.494913197,0.005199884,0.76283013
2023-01-01 00:03:18,0.97516032,0.49491783,0.003469532,0.762700105
2023-01-01 00:03:19,0.975035085,0.494917839,0.005196419,0.762442496
2023-01-01 00:03:20,0.974911431,0.494913201,0.003467778,0.762377256
2023-01-01 00:03:21,0.974788398,0.494917835,0.00519815,0.762119907
2023-01-01 00:03:22,0.974663413,0.494917839,0.005199884,0.762055376
2023-01-01 00:03:23,0.974537678,0.494917839,0.005199884,0.761926057
2023-01-01 00:03:24,0.974414521,0.494917839,0.005199884,0.761732852
2023-01-01 00:03:25,0.974291732,0.494913215,0.005199884,0.761604433
2023-01-01 00:03:26,0.97416638,0.494917826,0.00347124,0.761411101
2023-01-01 00:03:27,0.9740426,0.494917839,0.00346604,0.761281396
2023-01-01 00:03:28,0.973918234,0.494917839,0.00346604,0.761089343
2023-01-01 00:03:29,0.973794456,0.494913206,0.00346604,0.760959517
2023-01-01 00:03:30,0.973669221,0.49491783,0.00346604,0.760830583
2023-01-01 00:03:31,0.973545814,0.494913201,0.00346604,0.760637119
2023-01-01 00:03:32,0.973420954,0.494913197,0.00346604,0.760508508
2023-01-01 00:03:33,0.973297298,0.494913197,0.00346604,0.760314789
2023-01-01 00:03:34,0.973172809,0.494913197,0.00346604,0.760186559
2023-01-01 00:03:35,0.973049765,0.494913197,0.00346604,0.759994002
2023-01-01 00:03:36,0.972924175,0.494913197,0.00346604,0.759864108
2023-01-01 00:03:37,0.972800141,0.494917839,0.00346604,0.759734399
2023-01-01 00:03:38,0.972677352,0.494917839,0.00346604,0.759541771
2023-01-01 00:03:39,0.97255175,0.494917839,0.00346604,0.759412198
2023-01-01 00:03:40,0.972428836,0.494917839,0.00346604,0.759347859
2023-01-01 00:03:41,0.972303107,0.494922304,0.00346604,0.759089737
2023-01-01 00:03:42,0.972178617,0.494917866,0.00346604,0.759025655
2023-01-01 00:03:43,0.972055331,0.494917839,0.00346604,0.758768954
2023-01-01 00:03:44,0.971929354,0.494917839,0.00346604,0.758638474
2023-01-01 00:03:45,0.97180595,0.494922295,0.00346604,0.758573751
2023-01-01 00:03:46,0.97168146,0.494913242,0.00346604,0.758317424
2023-01-01 00:03:47,0.971557681,0.494917835,0.00519814,0.758251741
2023-01-01 00:03:48,0.971434769,0.494917839,0.005199884,0.757994841
2023-01-01 00:03:49,0.971309291,0.494917839,0.005199884,0.757929474
2023-01-01 00:03:50,0.971186007,0.494917839,0.005199884,0.757800671
2023-01-01 00:03:51,0.971061397,0.494917839,0.005199884,0.757608362
2023-01-01 00:03:52,0.970937492,0.494917839,0.005199884,0.757478341
2023-01-01 00:03:53,0.970811884,0.494917844,0.005199884,0.757349084
2023-01-01 00:03:54,0.970688727,0.494922304,0.005199884,0.757284682
2023-01-01 00:03:55,0.970563615,0.494917844,0.005199884,0.757027075
2023-01-01 00:03:56,0.970440457,0.494917839,0.005199884,0.756898143
2023-01-01 00:03:57,0.97031485,0.494922304,0.005199884,0.756833161
2023-01-01 00:03:58,0.970191817,0.494922304,0.005199884,0.756575812
2023-01-01 00:03:59,0.970068906,0.494922304,0.005199884,0.756511346
2023-01-01 00:04:00,0.969943678,0.494922304,0.005199884,0.756382671
2023-01-01 00:04:01,0.969820144,0.494917848,0.005199884,0.756189145
2023-01-01 00:04:02,0.96969516,0.494922286,0.005199884,0.756060339
2023-01-01 00:04:03,0.969571505,0.494922304,0.003467788,0.755931022
2023-01-01 00:04:04,0.969446144,0.494913197,0.00346604,0.755737494
2023-01-01 00:04:05,0.969323841,0.494913197,0.005186131,0.755609584
2023-01-01 00:04:06,0.969197627,0.494917839,0.005199884,0.755544095
2023-01-01 00:04:07,0.96907496,0.49491322,0.005199884,0.755287512
2023-01-01 00:04:08,0.968949736,0.494913197,0.005199884,0.755222086
2023-01-01 00:04:09,0.968826691,0.494913197,0.005199884,0.755093732
2023-01-01 00:04:10,0.968701345,0.494913197,0.005199884,0.754964673
2023-01-01 00:04:11,0.968577931,0.494913197,0.005199884,0.754771469
2023-01-01 00:04:12,0.968452077,0.494913197,0.005199884,0.754641568
2023-01-01 00:04:13,0.968329653,0.494913197,0.005199884,0.754513531
2023-01-01 00:04:14,0.968203438,0.494917835,0.005199884,0.754447913
2023-01-01 00:04:15,0.968080525,0.494913206,0.005199884,0.754190818
2023-01-01 00:04:16,0.967957492,0.494913197,0.005199884,0.754126096
2023-01-01 00:04:17,0.967832389,0.494913197,0.005199884,0.75399755
2023-01-01 00:04:18,0.967708359,0.494917844,0.005199884,0.753867781
2023-01-01 00:04:19,0.967583497,0.494922295,0.005199884,0.753674961
2023-01-01 00:04:20,0.967460825,0.494917871,0.006920017,0.75354654
2023-01-01 00:04:21,0.967335357,0.494917839,0.00693208,0.753481499
2023-01-01 00:04:22,0.967212066,0.494917839,0.00693208,0.753224599
2023-01-01 00:04:23,0.967086589,0.494917839,0.00693208,0.753094766
2023-01-01 00:04:24,0.966963548,0.494926901,0.00693208,0.753030234
2023-01-01 00:04:25,0.966837573,0.494922299,0.006930353,0.752900787
2023-01-01 00:04:26,0.966715272,0.49491787,0.005211906,0.752708924
2023-01-01 00:04:27,0.96658918,0.494922304,0.005199884,0.752578649
2023-01-01 00:04:28,0.9664659,0.494922304,0.005199884,0.752449717
2023-01-01 00:04:29,0.966342988,0.494922304,0.005199884,0.752385443
2023-01-01 00:04:30,0.966217383,0.494917839,0.005199884,0.752127386
2023-01-01 00:04:31,0.966095203,0.494917839,0.005199884,0.752063494
2023-01-01 00:04:32,0.965969369,0.494917839,0.005199884,0.751934504
2023-01-01 00:04:33,0.965846325,0.494913224,0.005199884,0.751805827
2023-01-01 00:04:34,0.965720976,0.494917816,0.005199884,0.751740911
2023-01-01 00:04:35,0.965595614,0.494922286,0.005199884,0.751483756
2023-01-01 00:04:36,0.965471833,0.494917839,0.005199884,0.751418257
2023-01-01 00:04:37,0.965348552,0.494926768,0.00519989,0.751289324
2023-01-01 00:04:38,0.965223939,0.494917884,0.006923462,0.751161033
2023-01-01 00:04:39,0.965100529,0.494917839,0.00693208,0.750967767
2023-01-01 00:04:40,0.96497555,0.494917839,0.00693208,0.750838834
2023-01-01 00:04:41,0.964852259,0.494917839,0.005210276,0.750709902
2023-01-01 00:04:42,0.96472861,0.494917839,0.005199884,0.750644856
2023-01-01 00:04:43,0.964603128,0.494917839,0.005199884,0.750515859
2023-01-01 00:04:44,0.964477892,0.494922299,0.005199884,0.750322525
2023-01-01 00:04:45,0.964354977,0.494917857,0.005199884,0.750193912
2023-01-01 00:04:46,0.9642295,0.494917839,0.005199884,0.750064725
2023-01-01 00:04:47,0.964106461,0.494917839,0.005199884,0.750000257
2023-01-01 00:04:48,0.963982565,0.494917844,0.005199884,0.749870875
2023-01-01 00:04:49,0.963857826,0.49492229,0.005199884,0.749678247
2023-01-01 00:04:50,0.96373491,0.494913251,0.005199884,0.749549508
2023-01-01 00:04:51,0.963609438,0.494913197,0.003472996,0.749420321
2023-01-01 00:04:52,0.963486394,0.494917812,0.00346604,0.749291644
2023-01-01 00:04:53,0.963361418,0.494917839,0.005186047,0.74922692
2023-01-01 00:04:54,0.96323788,0.494922277,0.005199884,0.749098248
2023-01-01 00:04:55,0.963112654,0.494917866,0.005199884,0.748905235
2023-01-01 00:04:56,0.962988993,0.49492229,0.003471259,0.74877553
2023-01-01 00:04:57,0.962865466,0.494917844,0.00346604,0.748646339
2023-01-01 00:04:58,0.96273998,0.494917839,0.00346604,0.748581614
2023-01-01 00:04:59,0.962614746,0.494917839,0.00346604,0.748452618
2023-01-01 00:05:00,0.962491589,0.494917839,0.00346604,0.748259412
2023-01-01 00:05:01,0.962366352,0.494917839,0.005199884,0.748130479
2023-01-01 00:05:02,0.962243807,0.494922277,0.005199884,0.748002316
2023-01-01 00:05:03,0.962117961,0.494913206,0.005199884,0.747937146
2023-01-01 00:05:04,0.961994678,0.494922295,0.005199884,0.747808277
2023-01-01 00:05:05,0.961871276,0.494917839,0.005199884,0.747679217
2023-01-01 00:05:06,0.961746289,0.494917839,0.003469503,0.747486204
2023-01-01 00:05:07,0.961623128,0.49492229,0.005194684,0.747357272
2023-01-01 00:05:08,0.961498272,0.494913251,0.005199884,0.747228724
2023-01-01 00:05:09,0.961374613,0.494917825,0.005199884,0.74716368
2023-01-01 00:05:10,0.96124963,0.49491322,0.005199884,0.747035197
2023-01-01 00:05:11,0.9611256,0.494913201,0.00693208,0.746905428
2023-01-01 00:05:12,0.961000614,0.494917835,0.00693208,0.746712416
2023-01-01 00:05:13,0.960877578,0.49491321,0.00693208,0.746583676
2023-01-01 00:05:14,0.960754299,0.494917826,0.00693208,0.746519018
2023-01-01 00:05:15,0.960629317,0.494917839,0.00693208,0.746390535
2023-01-01 00:05:16,0.960503333,0.494922304,0.00693208,0.746260895
2023-01-01 00:05:17,0.960380909,0.494922304,0.00693208,0.746196877
2023-01-01 00:05:18,0.960257635,0.494913251,0.00693208,0.746068334
2023-01-01 00:05:19,0.960131784,0.494922295,0.00693208,0.745874355
2023-01-01 00:05:20,0.960008624,0.494917848,0.005203338,0.745745487
2023-01-01 00:05:21,0.959883141,0.494922304,0.006932078,0.745616297
2023-01-01 00:05:22,0.959759862,0.494917839,0.00519989,0.745487365
2023-01-01 00:05:23,0.959635124,0.494913215,0.006925176,0.745423155
2023-01-01 00:05:24,0.959509513,0.494922295,0.00693208,0.745294095
2023-01-01 00:05:25,0.959386844,0.494917866,0.00693208,0.745101722
2023-01-01 00:05:26,0.959263445,0.494917839,0.00693208,0.74497228
2023-01-01 00:05:27,0.959138342,0.494913224,0.00693208,0.744843475
2023-01-01 00:05:28,0.959015051,0.494917812,0.00693208,0.744778623
2023-01-01 00:05:29,0.958890075,0.494917839,0.00693208,0.744650333
2023-01-01 00:05:30,0.958765671,0.494913197,0.00693208,0.744520308
2023-01-01 00:05:31,0.958641304,0.494913197,0.00693208,0.744456289
2023-01-01 00:05:32,0.958517401,0.494917835,0.00693208,0.744327102
2023-01-01 00:05:33,0.958392789,0.494913224,0.005210223,0.744134728
2023-01-01 00:05:34,0.958268639,0.494913201,0.005199884,0.744004514
2023-01-01 00:05:35,0.958145972,0.494917821,0.005199884,0.743876222
2023-01-01 00:05:36,0.958020244,0.494913197,0.005199887,0.743811243
2023-01-01 00:05:37,0.957895258,0.494913197,0.006928615,0.743682568
2023-01-01 00:05:38,0.957772098,0.494913197,0.00693208,0.743553765
2023-01-01 00:05:39,0.957646491,0.494913197,0.00693208,0.743424446
2023-01-01 00:05:40,0.957524068,0.494913197,0.00693208,0.743360427
2023-01-01 00:05:41,0.957400549,0.494913197,0.00693208,0.743231693
2023-01-01 00:05:42,0.957275445,0.494913197,0.00693208,0.743038808
2023-01-01 00:05:43,0.957151909,0.494913197,0.00693208,0.742909233
2023-01-01 00:05:44,0.957026428,0.494913197,0.00693208,0.742780041
2023-01-01 00:05:45,0.95690302,0.494917835,0.00693208,0.742715381
2023-01-01 00:05:46,0.956778285,0.494917839,0.00693208,0.742587027
2023-01-01 00:05:47,0.956654751,0.49492229,0.00693208,0.742457839
2023-01-01 00:05:48,0.956529769,0.494917862,0.00693208,0.742393308
2023-01-01 00:05:49,0.956405864,0.494917839,0.005199887,0.742264053
2023-01-01 00:05:50,0.956281251,0.494922282,0.006923459,0.742071617
2023-01-01 00:05:51,0.956157347,0.494922304,0.00693208,0.741941722
2023-01-01 00:05:52,0.956031987,0.494917835,0.00693208,0.741812661
2023-01-01 00:05:53,0.955909076,0.494913206,0.00693208,0.741684114
2023-01-01 00:05:54,0.955783594,0.494926947,0.00693208,0.741619392
2023-01-01 00:05:55,0.955660437,0.494917849,0.00693208,0.741490588
2023-01-01 00:05:56,0.955537403,0.494917839,0.00693208,0.741361912
2023-01-01 00:05:57,0.955412173,0.494917839,0.00693208,0.741297254
2023-01-01 00:05:58,0.955288393,0.494913197,0.00693208,0.741168
2023-01-01 00:05:59,0.955163655,0.494913197,0.00693208,0.741039581
2023-01-01 00:06:00,0.955039876,0.494917839,0.00693208,0.740974601
2023-01-01 00:06:01,0.954915262,0.494917839,0.00693208,0.74084631
2023-01-01 00:06:02,0.954792099,0.494917839,0.00693208,0.740653364
2023-01-01 00:06:03,0.954666247,0.494917839,0.00693208,0.740523466
2023-01-01 00:06:04,0.954542722,0.494922304,0.00693208,0.740394405
2023-01-01 00:06:05,0.954420178,0.494922304,0.00693208,0.740330324
2023-01-01 00:06:06,0.95429445,0.494922304,0.00693208,0.740201134
2023-01-01 00:06:07,0.954169588,0.494917853,0.00693208,0.740072588
2023-01-01 00:06:08,0.954046426,0.494917839,0.00693208,0.740007993
2023-01-01 00:06:09,0.953923147,0.494913215,0.00693208,0.73987932
2023-01-01 00:06:10,0.953797168,0.494917848,0.008665923,0.739749614
2023-01-01 00:06:11,0.953672304,0.494922299,0.008665923,0.739621067
2023-01-01 00:06:12,0.953549515,0.494917862,0.006940719,0.739556794
2023-01-01 00:06:13,0.953425868,0.494913206,0.00693208,0.739427799
2023-01-01 00:06:14,0.953301503,0.494913197,0.00693208,0.739299761
2023-01-01 00:06:15,0.953177352,0.49491783,0.008662432,0.739105598
2023-01-01 00:06:16,0.953052491,0.49491322,0.006940725,0.738976919
2023-01-01 00:06:17,0.95292908,0.494913197,0.00520682,0.738912068
